search URL:,https://patents.google.com/?q=%28Visa%29&assignee=Visa+U.S.A.+Inc.
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-2011004552-A1,Method and system for conducting a commercial transaction between a buyer and a seller ,"Visa U.S.A., Inc.","Jonathan Vaux, Brian Triplett, Michael Dreyer, Loraine Martin Yeakle, Alistair Duncan, Paulo Fernandes",2001-10-29,2010-09-15,2011-01-06,,https://patents.google.com/patent/US20110004552A1/en,https://patentimages.storage.googleapis.com/45/1c/c5/d3ddcf1a14f243/US20110004552A1-20110106-D00000.png
AU-2008265667-B2,Health information services using phone ,Visa U.S.A. Inc.,"Mark Carlson, Edward Katzin",2007-06-20,2008-06-19,2014-01-30,2014-01-30,https://patents.google.com/patent/AU2008265667B2/en,
US-2013117108-A1,Systems and methods to communicate with users via social networking sites ,Visa U.S.A. Inc.,"Joseph Spears, Mark Carlson, Patrick Stan",2011-11-09,2012-11-09,2013-05-09,,https://patents.google.com/patent/US20130117108A1/en,https://patentimages.storage.googleapis.com/63/e7/eb/982da336037a6f/US20130117108A1-20130509-D00000.png
US-D575815-S,Asymmetrical data device with indentation with shield ,Visa U.S.A. Inc.,"Ayman Hammad, Christopher Law, Vlad Guzner, Maorung Lin, David Sohn",2007-04-27,2007-04-27,2008-08-26,2008-08-26,https://patents.google.com/patent/USD575815S1/en,https://patentimages.storage.googleapis.com/36/58/46/d092ab9bbc1847/USD0575815-20080826-D00000.png
US-2010145810-A1,Automated substantiation of product level specific account payments ,"Stacy Pourfallah, Janet Pruitt","Stacy Pourfallah, Janet Pruitt",2008-12-06,2009-12-03,2010-06-10,,https://patents.google.com/patent/US20100145810A1/en,https://patentimages.storage.googleapis.com/88/84/f7/57b4f4b568c465/US20100145810A1-20100610-D00000.png
CA-2502195-A1,Commercial market determination and forecasting system and method ,"Visa International Service Association, Justin Leclaire, Visa U.S.A., Inc.",Justin Leclaire,2005-01-18,2005-03-24,2006-07-18,,https://patents.google.com/patent/CA2502195A1/en,
US-8381995-B2,Payment card dynamically receiving power from external source ,"Visa U.S.A., Inc., Bank Of America Corporation","Patrick L. Faith, Steven M. Twombly",2007-03-12,2011-07-14,2013-02-26,2013-02-26,https://patents.google.com/patent/US8381995B2/en,https://patentimages.storage.googleapis.com/e6/de/38/0f9bbb7b929b7b/US08381995-20130226-D00000.png
US-2009145972-A1,Biometric authorization transaction ,James Douglas Evans,James Douglas Evans,2007-12-11,2007-12-11,2009-06-11,,https://patents.google.com/patent/US20090145972A1/en,https://patentimages.storage.googleapis.com/5a/e2/bd/16d0fce4fafc38/US20090145972A1-20090611-D00000.png
US-7902831-B2,Methods of performing electrostatic discharge testing on a payment card ,Visa U.S.A. Inc.,"Mustafa Cemal Top, Edward Kurtek, Johan Ras, Dung Huynh, Stan Weitz, Chris Stanley Nelson",2007-01-19,2008-01-18,2011-03-08,2011-03-08,https://patents.google.com/patent/US7902831B2/en,https://patentimages.storage.googleapis.com/d5/c7/d9/ce1abca0d5f3f6/US07902831-20110308-D00000.png
US-7962390-B2,Field 55 data relationships ,Visa Usa Inc.,"Brian Maw, Ayman Hammad",2008-06-05,2008-06-05,2011-06-14,2011-06-14,https://patents.google.com/patent/US7962390B2/en,https://patentimages.storage.googleapis.com/b0/a1/13/84e8b94c80786a/US07962390-20110614-D00000.png
US-2010057621-A1,Payment processing system secure healthcare data trafficking ,"Faith Patrick L, Stacy Pourfallah, Janet Pruitt, Weinstein Russell D","Patrick L. Faith, Stacy Pourfallah, Janet Pruitt, Russell D. Weinstein",2008-06-30,2009-06-29,2010-03-04,,https://patents.google.com/patent/US20100057621A1/en,https://patentimages.storage.googleapis.com/36/8f/4c/90263246d6075d/US20100057621A1-20100304-D00000.png
US-D572752-S,Communication device ,Visa U.S.A. Inc.,Ayman Hammad,2006-09-22,2006-09-22,2008-07-08,2008-07-08,https://patents.google.com/patent/USD572752S1/en,https://patentimages.storage.googleapis.com/b2/b7/9b/76c367251c7169/USD0572752-20080708-D00000.png
WO-2007149988-A2,Distribution of health information for providing health related services ,Visa U.S.A. Inc.,"Mark Carlson, Edward Katzin",2006-06-21,2007-06-21,2007-12-27,,https://patents.google.com/patent/WO2007149988A2/en,
US-8671004-B2,System and method of providing spending information by foreign visitors using transaction records of financial presentation devices ,Visa U.S.A. Inc.,"Jeffrey Rolland Olives, John Chivers, Laura Tallman DiGioacchino, John W. Chandler",2010-06-07,2010-06-07,2014-03-11,2014-03-11,https://patents.google.com/patent/US8671004B2/en,https://patentimages.storage.googleapis.com/f2/31/14/9fd5696fbd55b9/US08671004-20140311-D00000.png
AU-2009282098-B2,Mobile payer authentication ,Visa U.S.A. Inc.,Timothy Mu-Chu Lee,2008-08-11,2009-08-11,2015-05-21,2015-05-21,https://patents.google.com/patent/AU2009282098B2/en,
AU-2024203008-A1,Application currency code for dynamic currency conversion transactions with contactless consumer transaction payment device ,Visa U.S.A. Inc,Marc Cleven,2008-08-04,2024-05-07,2024-05-23,,https://patents.google.com/patent/AU2024203008A1/en,
US-2010005024-A1,System and Method for Enrolling Individuals in an Automated Payment Plan ,"Brian Schmitz, Brinnon John","Brian Schmitz, John BRINNON",2008-07-02,2009-07-02,2010-01-07,,https://patents.google.com/patent/US20100005024A1/en,https://patentimages.storage.googleapis.com/e6/d2/83/768d68ef819146/US20100005024A1-20100107-D00000.png
US-2010280963-A1,Product recall service ,"Fordyce Iii Edward W, Nurtekin Savas","Edward W. Fordyce, III, Nurtekin Savas",2009-04-30,2010-04-29,2010-11-04,,https://patents.google.com/patent/US20100280963A1/en,https://patentimages.storage.googleapis.com/90/1d/d2/89a51e0cb3981d/US20100280963A1-20101104-D00000.png
US-9355390-B2,"Prepaid account funds transfer apparatuses, methods and systems ",Visa International Service Association,"Brett Vasten, Virgil Mathias",2010-02-15,2011-02-15,2016-05-31,2016-05-31,https://patents.google.com/patent/US9355390B2/en,https://patentimages.storage.googleapis.com/83/a4/0a/53c6a0bc8fc156/US09355390-20160531-D00000.png
WO-2008089194-A2,Method and system for sharing customized portable consumer devices ,Visa U.S.A. Inc.,Michelle Winters,2007-01-17,2008-01-15,2008-07-24,,https://patents.google.com/patent/WO2008089194A2/en,
EP-2465091-A2,Auto-substantiation for healthcare upon sponsor account through payment processing system ,Visa U.S.A. Inc.,"Karen L. Cervenka, Stacy Pourfallah, Mary Theresa Taylor",2009-08-14,2010-08-13,2012-06-20,,https://patents.google.com/patent/EP2465091A2/en,
US-2014025472-A1,Opt in system and method ,Visa International Service Association,Brian Jeffrey MAW,2009-01-12,2013-09-24,2014-01-23,,https://patents.google.com/patent/US20140025472A1/en,https://patentimages.storage.googleapis.com/88/6c/31/b0b8eba415d386/US20140025472A1-20140123-D00000.png
US-2013275186-A1,Merchant Benchmarking Tool ,Visa U.S.A. Inc.,"Jeffrey Rolland Olives, Jay Allen DeWitt, Dennis Norman Moser, James C. Salters, Laura DiGioacchino, Alex Epelman",2007-08-14,2013-03-15,2013-10-17,,https://patents.google.com/patent/US20130275186A1/en,https://patentimages.storage.googleapis.com/b9/d0/6b/34c346d7a0c72d/US20130275186A1-20131017-D00000.png
US-2009294526-A1,Testing capability allowing new data tags ,Visa U.S.A. Inc.,Brian Maw,2008-05-27,2009-05-26,2009-12-03,,https://patents.google.com/patent/US20090294526A1/en,https://patentimages.storage.googleapis.com/f2/d8/bd/7db20fec652d8d/US20090294526A1-20091203-D00000.png
AU-2010286626-A1,Real time accounts payable web service ,Visa U.S.A. Inc.,"Richard Mitchell Eastley, David Meaney",2009-08-31,2010-08-26,2012-03-01,,https://patents.google.com/patent/AU2010286626A1/en,
US-2011060663-A1,System and Method of Providing Customer Purchase Propensity Information to Online Merchants ,Visa U.S.A. Inc.,"Michael Mcphie, Manav Gupta, Charles Wilson",2009-09-10,2010-09-10,2011-03-10,,https://patents.google.com/patent/US20110060663A1/en,https://patentimages.storage.googleapis.com/ea/90/6d/89e3e6b32ea28e/US20110060663A1-20110310-D00000.png
US-2010005029-A1,Risk management workstation ,"Mark Allen Nelsen, Nancy Therese Hilgers, Wright Mitchell L, Pawan Kumar","Mark Allen Nelsen, Nancy Therese Hilgers, Mitchell L. Wright, Pawan Kumar",2008-07-03,2008-07-03,2010-01-07,,https://patents.google.com/patent/US20100005029A1/en,https://patentimages.storage.googleapis.com/2d/2c/3c/ead60c27379637/US20100005029A1-20100107-D00000.png
US-8413905-B2,Portable prescription transaction payment device ,Visa U.S.A. Inc.,Stacy Pourfallah,2009-10-05,2009-10-05,2013-04-09,2013-04-09,https://patents.google.com/patent/US8413905B2/en,https://patentimages.storage.googleapis.com/d1/78/3b/0caaa60eee13ff/US08413905-20130409-D00000.png
US-8292164-B2,Testing protocols for extended functionality cards ,Visa U.S.A. Inc.,"Mustafa Top, Edward Kurtek, Samantha Phillips, Jan Swart, Ashish Arora",2008-08-11,2009-08-10,2012-10-23,2012-10-23,https://patents.google.com/patent/US8292164B2/en,https://patentimages.storage.googleapis.com/e4/f7/7a/c69f6dd0438c70/US08292164-20121023-D00000.png
US-2010274626-A1,Receipt of communications from announcement recipients of consumer data ,Mark Carlson,Mark Carlson,2009-04-22,2009-04-22,2010-10-28,,https://patents.google.com/patent/US20100274626A1/en,https://patentimages.storage.googleapis.com/f1/52/74/852d136b12cc88/US20100274626A1-20101028-D00000.png
US-2011082708-A1,Portable consumer transaction payment device bearing sample prescription ,Stacy Pourfallah,Stacy Pourfallah,2009-10-05,2009-10-05,2011-04-07,,https://patents.google.com/patent/US20110082708A1/en,https://patentimages.storage.googleapis.com/ad/ba/e4/10499472b74fda/US20110082708A1-20110407-D00000.png
US-8364592-B2,Method and system for conducting transactions with oligopolistic entities ,Visa U.S.A. Inc.,"Raghav Lal, Christopher P. Aguas",2005-12-27,2010-04-07,2013-01-29,2013-01-29,https://patents.google.com/patent/US8364592B2/en,https://patentimages.storage.googleapis.com/b2/41/62/8cec51f3ff43a0/US08364592-20130129-D00000.png
CA-2719112-A1,Payment processing system trusted agent identification ,"Visa U.S.A. Inc., Hector Javier Rodriguez, Marc H. Perl","Hector Javier Rodriguez, Marc H. Perl",2008-03-21,2009-03-19,2009-09-24,,https://patents.google.com/patent/CA2719112A1/en,
US-8033473-B2,Packaging for a portable consumer device ,Visa U.S.A. Inc.,"Chris Britt, Erin Pursell, Carrie Vriheas, Karen Hyun",2007-04-20,2007-04-20,2011-10-11,2011-10-11,https://patents.google.com/patent/US8033473B2/en,https://patentimages.storage.googleapis.com/ab/5e/4d/8e8fedce5a3ff2/US08033473-20111011-D00000.png
US-8408454-B2,Multifunctional portable consumer payment device ,Visa U.S.A. Inc.,Ayman A. Hammad,2008-09-16,2008-09-16,2013-04-02,2013-04-02,https://patents.google.com/patent/US8408454B2/en,https://patentimages.storage.googleapis.com/c4/e6/bd/05fc70cc188b81/US08408454-20130402-D00000.png
US-2011251888-A1,System and Method for Managing Tailored Marketing to Users of Wireless Devices ,"Patrick Lee Faith, Mark Steven Carlson, Koganti Krishna P","Patrick Lee Faith, Mark Steven Carlson, Krishna P. Koganti",2010-04-09,2010-04-09,2011-10-13,,https://patents.google.com/patent/US20110251888A1/en,https://patentimages.storage.googleapis.com/37/cc/18/c9d2dd9de36f95/US20110251888A1-20111013-D00000.png
AU-2009239398-A1,Payment portfolio optimization ,Visa U.S.A. Inc.,"Raghav Lal, Cindy Y. Rentala",2008-04-23,2009-04-22,2009-10-29,,https://patents.google.com/patent/AU2009239398A1/en,
WO-2009134951-A1,Field 55 parser ,Visa U.S.A. Inc.,Brian Maw,2008-04-30,2009-04-30,2009-11-05,,https://patents.google.com/patent/WO2009134951A1/en,
AU-2011202469-A1,Automated merchant performance rating for payments on account ,Visa U.S.A. Inc.,Laima Kardokas,2007-04-12,2011-05-26,2011-06-16,,https://patents.google.com/patent/AU2011202469A1/en,
US-2010121692-A1,Advertisement screen on payment card ,Mustafa Cemal Top,Mustafa Cemal Top,2008-11-11,2008-11-11,2010-05-13,,https://patents.google.com/patent/US20100121692A1/en,https://patentimages.storage.googleapis.com/ac/4b/da/18b06319f5aaa6/US20100121692A1-20100513-D00000.png
WO-2009102628-A1,Dynamic encryption authentication ,Visa U.S.A. Inc.,"Patrick Faith, Ayman Hammad",2008-02-14,2009-02-06,2009-08-20,,https://patents.google.com/patent/WO2009102628A1/en,
WO-2012018841-A2,Systems and methods to optimize media presentations using a camera ,Visa U.S.A. Inc.,"Jeanette Yoder, Charles Raymond Byce, Michelle Eng Winters",2010-08-02,2011-08-02,2012-02-09,,https://patents.google.com/patent/WO2012018841A2/en,
AU-2011280911-A1,Systems and methods to identify payment accounts having business spending activities ,Visa U.S.A. Inc.,"Nathan Kona Falkenborg, Guangyu Wang",2010-07-22,2011-07-22,2013-02-07,,https://patents.google.com/patent/AU2011280911A1/en,
US-8694370-B2,Incentive program awarding points per-mile-driven ,Visa U.S.A. Inc.,"Frank R. Pender, Heather Cornwell Gray, Douglas C. Leighton",2004-05-11,2012-03-27,2014-04-08,2014-04-08,https://patents.google.com/patent/US8694370B2/en,https://patentimages.storage.googleapis.com/04/b9/1d/4f22dfbdc08330/US08694370-20140408-D00000.png
WO-2012040270-A3,Systems and methods to program operations for interaction with users ,Visa U.S.A. Inc.,"Mark Carlson, Patrick Stan",2010-09-21,2011-09-21,2012-05-18,,https://patents.google.com/patent/WO2012040270A3/en,
US-2009089211-A1,System and method for person to person fund transfer ,Patricia Morse,Patricia Morse,2007-10-02,2007-10-02,2009-04-02,,https://patents.google.com/patent/US20090089211A1/en,https://patentimages.storage.googleapis.com/1f/52/36/9b9ce0c59d58d0/US20090089211A1-20090402-D00000.png
US-2010218168-A1,System and Method for Generating a Test Environment Script File ,Gonzales Ii Jesus Orlando,II Jesus Orlando Gonzales,2009-02-23,2009-02-23,2010-08-26,,https://patents.google.com/patent/US20100218168A1/en,https://patentimages.storage.googleapis.com/82/72/00/e89634eddfb853/US20100218168A1-20100826-D00000.png
CA-2752916-A1,"Direct bill payment apparatuses, methods and systems ","Visa U.S.A. Inc., James Kim, Jeffrey Morris Sachs","James Kim, Jeffrey Morris Sachs",2010-03-24,2011-03-24,2011-09-24,,https://patents.google.com/patent/CA2752916A1/en,
US-D626993-S,Asymmetric wireless payment token housing set ,Visa U.S.A. Inc.,"Christopher Law, Vlad Guzner, Maorung Lin",2007-10-16,2007-10-16,2010-11-09,2010-11-09,https://patents.google.com/patent/USD626993S1/en,https://patentimages.storage.googleapis.com/77/0f/4d/0a59194382d867/USD0626993-20101109-D00000.png
US-8429078-B2,Payment processing device signature verification ,Visa U.S.A. Inc.,James Douglas Evans,2008-09-11,2008-09-11,2013-04-23,2013-04-23,https://patents.google.com/patent/US8429078B2/en,https://patentimages.storage.googleapis.com/99/a3/48/148b280add09e6/US08429078-20130423-D00000.png
US-8793156-B2,Method and system for providing reward status ,Visa U.S.A. Inc.,"Tana Costello, Loc Duc Nguyen",2003-08-29,2013-09-09,2014-07-29,2014-07-29,https://patents.google.com/patent/US8793156B2/en,https://patentimages.storage.googleapis.com/a1/ee/e6/f6895301537fae/US08793156-20140729-D00000.png
WO-2012037246-A3,Systems and methods to segment customers ,Visa U.S.A. Inc.,Nancy Switzer,2010-09-14,2011-09-14,2012-06-14,,https://patents.google.com/patent/WO2012037246A3/en,
AU-2008296592-B2,Method and system using reloadable portable consumer devices ,Visa U.S.A. Inc.,"Nizam Antoo, Tim Boccia, Todd Brockman",2007-08-31,2008-08-26,2013-07-11,2013-07-11,https://patents.google.com/patent/AU2008296592B2/en,
EP-2304677-A2,Portable consumer transaction device with on-board powered access control ,Visa U.S.A. Inc.,"James Douglas Evans, Nicole Janine Granucci, Carrie Elaine Vriheas, Ayman A. Hammad, James Y.C. Sze",2008-06-04,2009-05-30,2011-04-06,,https://patents.google.com/patent/EP2304677A2/en,
AU-2016203565-A1,Custom settlement arrangements ,Visa U.S.A. Inc.,"Karen L. Cervenka, Mary Theresa Taylor, Bonnie Vale, Millie Yee",2008-12-06,2016-05-30,2016-06-16,,https://patents.google.com/patent/AU2016203565A1/en,
US-D568390-S,Asymmetrical wireless payment token ,Visa U.S.A. Inc.,"Christopher Law, Vlad Guzner, Maorung Lin, David Sohn",2007-02-15,2007-02-15,2008-05-06,2008-05-06,https://patents.google.com/patent/USD568390S1/en,https://patentimages.storage.googleapis.com/62/46/7b/a0abfa9ffc2eaf/USD0568390-20080506-D00000.png
US-8688548-B2,Negative balance management ,Visa U.S.A. Inc.,Brett Vasten,2008-04-24,2011-08-16,2014-04-01,2014-04-01,https://patents.google.com/patent/US8688548B2/en,https://patentimages.storage.googleapis.com/83/1c/0f/e3f3c9e3025690/US08688548-20140401-D00001.png
US-2009313067-A1,System and method for business to business sales and marketing integration ,Visa U.S.A. Inc.,"David Costa, Mark Heisten, Jennifer Steinmann",2008-06-11,2009-05-08,2009-12-17,,https://patents.google.com/patent/US20090313067A1/en,https://patentimages.storage.googleapis.com/42/b9/42/896438e3ef7017/US20090313067A1-20091217-D00000.png
AU-2008259783-B2,Prepaid negative balance fee processing and fee diversion ,Visa U.S.A. Inc.,Justin T. Monk,2007-06-04,2008-06-03,2012-06-14,2012-06-14,https://patents.google.com/patent/AU2008259783B2/en,
US-2011082745-A1,Portable consumer transaction payment device bearing sponsored free sample ,Stacy Pourfallah,Stacy Pourfallah,2009-10-05,2009-10-05,2011-04-07,,https://patents.google.com/patent/US20110082745A1/en,https://patentimages.storage.googleapis.com/61/00/2f/d57fec5c8aad6b/US20110082745A1-20110407-D00000.png
US-2011079643-A1,Prescription sample transaction payment card ,Stacy Pourfallah,Stacy Pourfallah,2009-10-05,2009-10-05,2011-04-07,,https://patents.google.com/patent/US20110079643A1/en,https://patentimages.storage.googleapis.com/28/9d/9d/44e9c6eeefb936/US20110079643A1-20110407-D00000.png
WO-2010085595-A2,Prepaid account product peer scoring ,Visa U.S.A. Inc.,"Cindy Rentala, Donaya Luangchotikul",2009-01-22,2010-01-22,2010-07-29,,https://patents.google.com/patent/WO2010085595A2/en,
US-2010179909-A1,User defined udk ,Jubin Dana,Jubin Dana,2009-01-14,2009-01-14,2010-07-15,,https://patents.google.com/patent/US20100179909A1/en,https://patentimages.storage.googleapis.com/df/04/2f/067df6b03cf560/US20100179909A1-20100715-D00000.png
WO-2007149830-A2,Portable consumer device configured to generate dynamic authentication data ,Visa U.S.A. Inc.,"Ayman Hammad, Patrick Faith",2006-06-19,2007-06-19,2007-12-27,,https://patents.google.com/patent/WO2007149830A2/en,
CA-2726368-A1,Graduation function for stored value card ,"Virgil Mcdowell Mathias, Jr., David Ross Baumgartner, Visa U.S.A. Inc.","Virgil Mcdowell Mathias, Jr., David Ross Baumgartner",2008-05-30,2009-05-28,2009-12-23,,https://patents.google.com/patent/CA2726368A1/en,
AU-2008259781-B2,Portability of financial tokens ,Visa U.S.A. Inc.,Justin T. Monk,2007-06-04,2008-06-03,2013-07-04,2013-07-04,https://patents.google.com/patent/AU2008259781B2/en,
US-2008234036-A1,Providing progressive games for gaming environments ,Igt,"Chris D. Reddicks, Connie Louise Thome, Jeremy J. Warner",2007-03-23,2007-03-23,2008-09-25,,https://patents.google.com/patent/US20080234036A1/en,https://patentimages.storage.googleapis.com/64/71/b5/eede160cbaa5cb/US20080234036A1-20080925-D00000.png
US-10614458-B2,Influenza vaccine administration payment device processing ,"Visa U.S.A. Inc., Citicorp Credit Services, Inc.","Karen L. Cervenka, Stacy Pourfallah, Mary Theresa Taylor, Andrew Radlow",2009-08-14,2010-08-12,2020-04-07,2020-04-07,https://patents.google.com/patent/US10614458B2/en,https://patentimages.storage.googleapis.com/55/4f/00/bb9167159d86ef/US10614458-20200407-D00000.png
AU-2009291588-B2,System and method for a merchant debit card program including a plurality of issuers ,Visa U.S.A. Inc.,"Edward W. Fordyce, Mary Pat Mcmahon, Jennifer Schulz",2008-09-12,2009-09-11,2015-01-22,2015-01-22,https://patents.google.com/patent/AU2009291588B2/en,
AU-2014200145-A1,Payment account processing which conveys financial transaction data and non-financial transaction data ,Visa U.S.A. Inc.,"Edward W. Fordyce Iii, Barbara Elizabeth Patterson",2007-04-30,2014-01-10,2014-01-30,,https://patents.google.com/patent/AU2014200145A1/en,
CA-2733437-A1,Share of wallet benchmarking ,"Visa U.S.A. Inc., Laura Digioacchino",Laura Digioacchino,2008-08-08,2009-08-07,2010-02-11,,https://patents.google.com/patent/CA2733437A1/en,
US-D593151-S,Communication device with different geometrical ends with shield ,Visa U.S.A. Inc.,Ayman Hammad,2007-04-27,2008-06-26,2009-05-26,2009-05-26,https://patents.google.com/patent/USD593151S1/en,https://patentimages.storage.googleapis.com/b7/f6/54/5de5623b346054/USD0593151-20090526-D00000.png
WO-2011053423-A1,System and method for providing marketing offers to users of financial account issuer website ,Visa U.S.A. Inc.,Uday Oak,2009-10-27,2010-09-28,2011-05-05,,https://patents.google.com/patent/WO2011053423A1/en,
AU-321007-S,Braille financial transaction card ,Visa Usa Inc,,2008-02-13,2008-05-06,2008-09-12,,https://patents.google.com/patent/AU321007S/en,
US-D571399-S,Asymmetrical shape for wireless payment token ,Visa U.S.A. Inc.,"Ayman Hammad, Christopher Law, Vlad Guzner, Maorung Lin, David Sohn",2007-06-15,2007-06-15,2008-06-17,2008-06-17,https://patents.google.com/patent/USD571399S1/en,https://patentimages.storage.googleapis.com/5c/1a/e3/edb9ccb6ec9df7/USD0571399-20080617-D00000.png
US-7966350-B2,Evidence repository application system and method ,Visa U.S.A. Inc.,"Jack Levine, Suzanne Stewart, Laurie Johnson, SALLY McCarthy, Samantha Phillips, Rob Patchett",2008-04-11,2008-04-11,2011-06-21,2011-06-21,https://patents.google.com/patent/US7966350B2/en,https://patentimages.storage.googleapis.com/6d/f5/60/033b6c1329c99a/US07966350-20110621-D00000.png
US-2010145856-A1,Automated merchant performance rating for payments on account ,Laima Kardokas,Laima Kardokas,2008-12-08,2009-12-07,2010-06-10,,https://patents.google.com/patent/US20100145856A1/en,https://patentimages.storage.googleapis.com/a6/cb/ac/d166419205f106/US20100145856A1-20100610-D00000.png
US-2010114760-A1,Online interactive issued account acquired transaction information management ,"Raj Sundarasen, Ramki Rosanuru, Srini Reddi, Sharon North, Heide Ulrich, Peter Ciurea, Karteek Patel, Sarah Suarez, Alistair Duncan, Pat Stan, Tim Ural","Raj Sundarasen, Ramki Rosanuru, Srini Reddi, Sharon North, Heide Ulrich, Peter Ciurea, Karteek Patel, Sarah Suarez, Alistair Duncan, Pat Stan, Tim Ural",2008-08-04,2009-08-03,2010-05-06,,https://patents.google.com/patent/US20100114760A1/en,https://patentimages.storage.googleapis.com/6e/e8/3e/5d54e1dc5fb6a2/US20100114760A1-20100506-D00000.png
AU-2010202061-B2,Module ID based encryption for financial transactions ,Visa U.S.A. Inc.,Simon J. Hurry,2008-05-29,2010-05-20,2015-07-23,2015-07-23,https://patents.google.com/patent/AU2010202061B2/en,
BR-PI0808811-A2,"USER INTERFACE, COMPUTER IMPLEMENTED METHOD, AND COMMERCIAL ESTABLISHMENT SYSTEM ",Visa Usa Inc,"Edward W Fordyce, Sarah Pankratz Suarez",2007-03-15,2008-03-14,2014-09-02,,https://patents.google.com/patent/BRPI0808811A2/en,
WO-2009129421-A2,Loyalty rewards optimization bill payables and receivables services ,Visa U.S.A. Inc.,"Raghav Lal, Alfred Chin",2008-04-16,2009-04-16,2009-10-22,,https://patents.google.com/patent/WO2009129421A2/en,
AU-2014200287-A1,Determination of healthcare coverage using a payment account ,Visa U.S.A. Inc.,"Loc Nguyen, Barbara Patterson, Stacy Pourfallah, Janet Pruitt, Nigel Smith",2007-04-27,2014-01-16,2014-02-06,,https://patents.google.com/patent/AU2014200287A1/en,
AU-2014253482-A1,Auto-substantiation for healthcare upon sponsor account through payment processing system ,Visa U.S.A. Inc.,"Karen L. Cervenka, Stacy Pourfallah, Mary Theresa Taylor",2009-08-14,2014-10-22,2014-11-13,,https://patents.google.com/patent/AU2014253482A1/en,
WO-2010025301-A2,Merchant registration web page interface and method for support of merchant data processing ,Visa U.S.A. Inc.,Linda R. Hardy-Mcgee,2008-08-28,2009-08-27,2010-03-04,,https://patents.google.com/patent/WO2010025301A2/en,
WO-2008133721-A1,Determination of healthcare coverage using a payment account ,Visa U.S.A. Inc,"Barbara Patterson, Stacy Pourfallah, Janet Pruitt, Loc Nguyen, Nigel Smith",2007-04-27,2007-11-08,2008-11-06,,https://patents.google.com/patent/WO2008133721A1/en,
US-2009063334-A1,Business-to-business transaction processing utilizing electronic payment network ,Alistair Duncan,Alistair Duncan,2007-08-28,2007-08-28,2009-03-05,,https://patents.google.com/patent/US20090063334A1/en,https://patentimages.storage.googleapis.com/c0/78/cb/71f41b1cf5a26d/US20090063334A1-20090305-D00000.png
US-8290832-B2,Method and system for handling returned prepaid payment cards ,Visa U.S.A. Inc.,Justin T. Monk,2007-06-04,2007-06-04,2012-10-16,2012-10-16,https://patents.google.com/patent/US8290832B2/en,https://patentimages.storage.googleapis.com/f1/d7/38/022e76dd6c78d9/US08290832-20121016-D00000.png
BR-PI0713399-A2,"method for authenticating a portable consumer device, computer readable medium, server computer, system for authenticating a portable consumer device, and access device ",Visa Usa Inc,"Ayman Hammad, Patrick Faith",2006-06-19,2007-06-15,2012-04-17,,https://patents.google.com/patent/BRPI0713399A2/en,
AU-2010235905-B2,Merchant offer program ,Visa U.S.A. Inc.,"Leigh Amaro, Edward W. Fordyce Iii, Karteek Hasmukh Patel, David Chauncey Shepard, Sarah Pankratz Suarez, Jeanette M. Yoder",2009-10-22,2010-10-19,2012-09-06,2012-09-06,https://patents.google.com/patent/AU2010235905B2/en,
US-2010179891-A1,Non-financial transactions in a financial transaction network ,Visa U.S.A. Inc.,Brian Jeffrey MAW,2009-01-12,2009-01-12,2010-07-15,,https://patents.google.com/patent/US20100179891A1/en,https://patentimages.storage.googleapis.com/c7/6c/28/020c842944e4db/US20100179891A1-20100715-D00000.png
US-2009090770-A1,Combine identity token ,Sudipta Chakrabarti,Sudipta Chakrabarti,2007-10-08,2007-10-08,2009-04-09,,https://patents.google.com/patent/US20090090770A1/en,https://patentimages.storage.googleapis.com/a2/48/ee/b4f2f3f2d5c9cb/US20090090770A1-20090409-D00000.png
AU-2007261236-B2,System and method for document interaction and processing claims ,Visa U.S.A. Inc.,"Melyssa Barrett, Eric Christopher Lundquist, Nicholas Washburn",2006-06-22,2007-05-18,2013-05-02,2013-05-02,https://patents.google.com/patent/AU2007261236B2/en,
AU-2008232465-B2,Bill payment system ,Visa U.S.A. Inc.,Nizam Antoo,2007-04-02,2008-03-31,2012-08-16,2012-08-16,https://patents.google.com/patent/AU2008232465B2/en,
US-2009210344-A1,System and method for providing data for use in reducing fraudulent transactions between holders of financial presentation devices and merchants ,"Jeffrey Kevin Lange, Koganti Krishna P, Dewitt Jay Allen, Patrick Lee Faith","Jeffrey Kevin Lange, Krishna P. Koganti, Jay Allen DeWitt, Patrick Lee Faith",2008-02-15,2008-02-15,2009-08-20,,https://patents.google.com/patent/US20090210344A1/en,https://patentimages.storage.googleapis.com/5d/6c/29/14d34140383329/US20090210344A1-20090820-D00000.png
US-D569424-S,Portable data device with external aperture ,Visa U.S.A. Inc.,"Christopher Law, Vlad Guzner, Maorung Lin, David Sohn",2006-12-11,2006-12-11,2008-05-20,2008-05-20,https://patents.google.com/patent/USD569424S1/en,https://patentimages.storage.googleapis.com/a9/8c/9f/1a251abe299fd5/USD0569424-20080520-D00000.png
US-2007300141-A1,Method and system for document interaction ,"Melyssa Barrett, Eric Christopher Lundquist, Nicholas Washburn","Melyssa Barrett, Eric Christopher Lundquist, Nicholas Washburn",2006-06-22,2006-12-20,2007-12-27,,https://patents.google.com/patent/US20070300141A1/en,https://patentimages.storage.googleapis.com/3d/15/ee/8656c74dad54cb/US20070300141A1-20071227-D00000.png
